stair-up,6100,11439
stair-down,14370,18929
stair-up,22070,27109
stair-down,30210,35019
stair-up,37630,42609
stair-down,45620,50219
stair-up,53090,58069
stair-down,61700,66249
stair-up,69210,75519
stair-down,79350,83939
stair-up,87070,91569
stair-down,94460,98769
stair-up,101520,105879
stair-down,108940,113009
stair-up,115530,119949
stair-down,122650,126719
stair-up,129070,133439
stair-down,135970,139679
stair-up,142290,146999
stair-down,149490,153239
stair-up,155990,160109
stair-down,162500,168279
stair-up,173050,177359
stair-down,179990,183649
stair-up,186110,190279
stair-down,192960,196579
stair-up,199340,203329
stair-down,205980,209849
stair-up,212550,216729
stair-down,219460,223539
stair-up,226870,230799
stair-down,233180,236409
stair-up,238820,242839
stair-down,245220,248819
stair-up,251140,255329
stair-down,257670,261359
stair-up,263990,268109
stair-down,270670,274499
stair-up,277420,281379
stair-down,283910,287659
