sit,4430,5809
sit-stand,7960,9719
stand,11020,13059
stand-sit,14910,16489
sit,19820,20969
sit-stand,22250,23999
stand,24840,26089
stand-sit,26850,28659
sit,29700,30709
sit-stand,31450,33159
stand,34020,35289
stand-sit,35910,37619
sit,39350,40469
sit-stand,41630,43389
stand,44550,45729
stand-sit,46540,48549
sit,49730,51059
sit-stand,51930,53639
stand,54580,55879
stand-sit,56630,58709
sit,59730,61129
sit-stand,61760,63539
stand,64590,65839
stand-sit,66620,68429
sit,69330,70729
sit-stand,71440,73179
stand,74060,75539
stand-sit,76040,77829
sit,78750,80059
sit-stand,80690,82289
stand,83040,84429
stand-sit,84920,86579
sit,88000,89189
sit-stand,90110,91789
stand,92850,94479
stand-sit,95470,97399
sit,98730,100209
sit-stand,100900,102609
stand,103710,105449
stand-sit,106510,108539
sit,109770,111299
sit-stand,112580,114279
stand,115280,116999
stand-sit,117670,119849
sit,121280,122969
sit-stand,123800,125729
stand,126810,128619
stand-sit,129410,131769
sit,132880,134679
sit-stand,135600,137689
stand,138700,140369
stand-sit,141180,143359
sit,144550,145999
sit-stand,146810,148829
stand,149800,151169
stand-sit,152030,154089
sit,155060,156629
sit-stand,157350,159589
stand,160460,162289
stand-sit,162910,164739
sit,166270,167729
sit-stand,168510,170589
stand,171510,173129
stand-sit,173970,176149
sit,177190,178859
sit-stand,179690,181759
stand,182610,184419
stand-sit,185200,187619
sit,188630,190329
sit-stand,190990,193469
stand,194350,196319
stand-sit,196900,199089
sit,200010,201719
sit-stand,202540,204739
stand,206040,207789
stand-sit,208260,210759
sit,211900,213469
sit-stand,214090,216199
stand,217200,218529
stand-sit,219190,221169
