stair-up,2240,6729
stair-down,9500,13469
stair-up,16150,20519
stair-down,23100,27049
stair-up,29900,34479
stair-down,37250,41309
stair-up,44340,48839
stair-down,51810,56139
stair-up,59110,63669
stair-down,66670,71079
stair-up,74100,78779
stair-down,81800,86189
stair-up,89090,93549
stair-down,96550,100859
stair-up,103710,108169
stair-down,111140,115459
stair-up,118490,123199
stair-down,126370,130939
stair-up,133870,138859
stair-down,144030,148989
stair-up,152120,156409
stair-down,159440,163739
stair-up,166590,171079
stair-down,173810,177919
stair-up,180930,185429
stair-down,188430,192619
stair-up,195540,200049
stair-down,203160,207299
stair-up,210490,215399
stair-down,218490,223269
stair-up,226280,230899
stair-down,233970,238409
stair-up,242740,247509
stair-down,251110,255639
stair-up,259080,263749
stair-down,267130,271709
stair-up,275290,280049
stair-down,284640,289409
stair-up,293030,297949
stair-down,301480,305889
