sit,10910,12579
sit-stand,13960,15539
stand,16760,18179
stand-sit,19130,21059
sit,28710,30369
sit-stand,31730,33509
stand,34340,35789
stand-sit,36670,38879
sit,39660,41069
sit-stand,41680,43749
stand,44680,46289
stand-sit,46940,48639
sit,49560,51149
sit-stand,51670,53009
stand,53770,55389
stand-sit,55920,58119
sit,59040,61809
sit-stand,63140,65119
stand,66040,67599
stand-sit,68240,69989
sit,70690,72739
sit-stand,73300,74829
stand,75550,77029
stand-sit,77530,79029
sit,79710,81109
sit-stand,82010,83499
stand,84230,86009
stand-sit,86580,88149
sit,88900,90489
sit-stand,91060,92649
stand,93710,95539
stand-sit,96180,98529
sit,99950,101879
sit-stand,102550,104429
stand,106210,107969
stand-sit,110080,112029
sit,113180,115099
sit-stand,115720,117929
stand,118990,121229
stand-sit,121910,124199
sit,125060,127079
sit-stand,127720,129789
stand,130550,132339
stand-sit,132940,134979
sit,135770,138069
sit-stand,138660,140929
stand,141570,143619
stand-sit,144180,146319
sit,147080,148849
sit-stand,149300,151549
stand,152160,154119
stand-sit,154580,156629
sit,157350,159379
sit-stand,159890,161979
stand,162570,164199
stand-sit,164710,166699
sit,167420,169299
sit-stand,169780,171769
stand,172340,174119
stand-sit,174680,177079
sit,177740,179689
sit-stand,180280,182299
stand,183020,184799
stand-sit,185320,187559
sit,188280,189799
sit-stand,190440,192289
stand,192900,194609
stand-sit,195260,197469
sit,198220,200029
sit-stand,200480,202789
stand,203440,205109
stand-sit,205790,207909
sit,208650,210529
sit-stand,211050,213099
stand,213760,215469
stand-sit,215930,218119
sit,218890,220869
sit-stand,221370,223359
stand,224190,225719
stand-sit,226410,228729
