shuffle-l,1200,4159
shuffle-r,5640,8639
shuffle-l,9390,12309
shuffle-r,12970,15849
shuffle-l,16380,19289
shuffle-r,19860,22849
shuffle-l,23620,26489
shuffle-r,27070,30139
shuffle-l,30690,33609
shuffle-r,34330,37369
shuffle-l,38010,40819
shuffle-r,41360,44329
shuffle-l,44920,48079
shuffle-r,48700,51629
shuffle-l,52250,55029
shuffle-r,55450,58369
shuffle-l,58860,61629
shuffle-r,61970,65009
shuffle-l,65350,68269
shuffle-r,68660,71659
shuffle-l,73270,76229
shuffle-r,76540,79719
shuffle-l,80030,82739
shuffle-r,83130,86079
shuffle-l,86400,89439
shuffle-r,89870,92809
shuffle-l,93200,96039
shuffle-r,96530,99549
shuffle-l,100030,103179
shuffle-r,103470,106419
shuffle-l,106760,109749
shuffle-r,110260,113219
shuffle-l,113710,116649
shuffle-r,117190,120229
shuffle-l,120790,123739
shuffle-r,124110,126879
shuffle-l,127460,130069
shuffle-r,130470,133219
shuffle-l,133620,136549
shuffle-r,136970,139699
