shuffle-l,1910,5339
shuffle-r,6100,9269
shuffle-l,9890,12999
shuffle-r,13500,16359
shuffle-l,16840,19789
shuffle-r,20410,23569
shuffle-l,24130,27259
shuffle-r,27890,31299
shuffle-l,31880,34899
shuffle-r,35520,38819
shuffle-l,39770,42939
shuffle-r,44100,47399
shuffle-l,48110,51179
shuffle-r,51810,55059
shuffle-l,55620,58739
shuffle-r,59360,62519
shuffle-l,63200,66419
shuffle-r,67030,70169
shuffle-l,70920,74099
shuffle-r,75070,78309
shuffle-l,78950,82109
shuffle-r,87920,90949
shuffle-l,91650,94699
shuffle-r,95420,98609
shuffle-l,99290,102539
shuffle-r,103920,107069
shuffle-l,107710,110789
shuffle-r,111610,114979
shuffle-l,115760,119069
shuffle-r,119720,122999
shuffle-l,123750,126789
shuffle-r,127420,130479
shuffle-l,131050,133939
shuffle-r,134460,137299
shuffle-l,137920,140859
shuffle-r,141380,144299
shuffle-l,144890,147929
shuffle-r,148480,151519
shuffle-l,152210,155189
shuffle-r,155820,159009
