stair-up,3230,8719
stair-down,12440,17299
stair-up,20400,25659
stair-down,28010,32459
stair-up,35550,40519
stair-down,44280,48429
stair-up,51580,56489
stair-down,59580,63679
stair-up,66990,71939
stair-down,74410,78819
stair-up,82880,87669
stair-down,90210,94269
stair-up,97740,102309
stair-down,104920,109049
stair-up,112390,117069
stair-down,120110,124109
stair-up,126660,131379
stair-down,134270,138459
stair-up,141450,146189
stair-down,148750,153159
stair-up,155760,160259
stair-down,162470,166749
stair-up,170590,175459
stair-down,178290,182209
stair-up,185120,189689
stair-down,199300,203919
stair-up,206420,210339
stair-down,212730,217349
