stair-up,1530,6299
stair-down,8370,12029
stair-up,14410,19109
stair-down,21580,25369
stair-up,27670,32179
stair-down,34520,38179
stair-up,40380,45069
stair-down,47090,50879
stair-up,53110,58909
stair-down,60750,64619
stair-up,66790,71349
stair-down,73510,76999
stair-up,79200,83819
stair-down,86070,89799
stair-up,91910,96309
stair-down,98290,101939
stair-up,104080,108759
stair-down,110840,114329
stair-up,116490,121019
stair-down,123050,126579
stair-up,128730,133229
stair-down,135290,138959
stair-up,140930,145469
stair-down,147410,150839
stair-up,152910,157349
stair-down,159280,162829
stair-up,164900,169269
stair-down,171310,174979
stair-up,176950,181159
stair-down,183230,186879
stair-up,188970,193539
stair-down,195660,199089
stair-up,201200,205499
stair-down,207490,210739
stair-up,212840,216929
stair-down,218880,222329
stair-up,224270,228539
stair-down,230590,234159
stair-up,236490,240929
stair-down,243040,246589
