stair-up,1530,6059
stair-down,9350,13609
stair-up,16830,21549
stair-down,24400,28759
stair-up,31270,36209
stair-down,39170,43559
stair-up,46620,51519
stair-down,54250,58729
stair-up,61360,66439
stair-down,69730,74229
stair-up,76820,82089
stair-down,85220,89829
stair-up,92720,97719
stair-down,100280,104929
stair-up,107400,112739
stair-down,115420,120399
stair-up,123620,128669
stair-down,131450,136099
stair-up,138760,143869
stair-down,147090,152099
stair-up,155040,159279
stair-down,165090,169839
stair-up,172600,177759
stair-down,180990,185829
stair-up,189050,194059
stair-down,196990,201759
stair-up,204170,209299
stair-up,227260,232169
stair-down,235330,239929
stair-up,242590,247729
stair-down,250880,255759
stair-up,258180,263159
stair-down,265690,270229
stair-up,273180,278129
stair-down,280950,285799
stair-up,288720,293679
stair-down,296490,301139
stair-up,304630,309509
stair-down,312070,316859
