sit,3230,5209
sit-stand,7060,8799
stand,10010,11669
stand-sit,12620,14379
sit,15510,16839
sit-stand,17830,19559
stand,20590,21969
stand-sit,23080,25209
sit,26330,27389
sit-stand,28570,30419
stand,31520,32689
stand-sit,33700,35689
sit,36860,38169
sit-stand,41810,43279
stand,45070,47319
stand-sit,51100,53139
sit,54580,56189
sit-stand,57660,59629
stand,60720,62039
stand-sit,63170,65269
sit,66400,67839
sit-stand,69050,71029
stand,72250,73609
stand-sit,74820,77199
sit,78170,79639
sit-stand,80660,82999
stand,84230,85629
stand-sit,86630,88809
sit,89940,91549
sit-stand,92620,94709
stand,95850,97289
stand-sit,98320,100479
sit,101770,103239
sit-stand,104700,106819
stand,108350,109569
stand-sit,110660,111929
sit,113230,114629
sit-stand,115880,117359
stand,118520,119799
stand-sit,120750,122359
sit,123510,124939
sit-stand,125980,127779
stand,128790,130229
stand-sit,131260,133219
sit,134460,135919
sit-stand,137210,138849
stand,140060,141279
stand-sit,142590,144109
sit,145340,146759
sit-stand,147860,149209
stand,150490,151759
stand-sit,152860,154569
sit,155790,157049
sit-stand,157900,159609
stand,160870,162179
stand-sit,163020,164569
sit,165780,167149
sit-stand,168090,169529
stand,170870,172229
stand-sit,173310,175349
sit,176580,177899
sit-stand,178960,180459
stand,181690,183189
stand-sit,184360,185999
sit,187270,188529
sit-stand,189430,191139
stand,192480,193869
stand-sit,195210,196919
sit,198040,199669
sit-stand,200800,202499
stand,203630,205009
stand-sit,205960,208059
sit,209260,210739
sit-stand,211780,213579
stand,214730,216289
stand-sit,217410,219289
sit,220260,221779
sit-stand,222690,224309
stand,225280,226699
stand-sit,227670,229489
