sit,1570,3499
sit-stand,4210,6049
stand,7020,8829
stand-sit,9710,11479
sit,13070,14939
sit-stand,15930,17879
stand,18860,20259
stand-sit,21340,23039
sit,24340,26099
sit-stand,27540,29259
stand,30060,31379
stand-sit,32010,33829
sit,35210,36379
sit-stand,37120,38829
stand,39680,41209
stand-sit,42000,43749
sit,45080,46869
sit-stand,47640,49169
stand,50090,51499
stand-sit,52300,54309
sit,57080,59319
sit-stand,60490,62349
stand,63330,65089
stand-sit,65870,67839
sit,69000,70779
sit-stand,71530,73429
stand,74640,76509
stand-sit,77340,79549
sit,80500,82089
sit-stand,82750,84409
stand,85430,87109
stand-sit,87980,89829
sit,90980,92619
sit-stand,93200,95239
stand,96240,97799
stand-sit,98760,100859
sit,101940,103529
sit-stand,104380,106059
stand,107170,108939
stand-sit,109880,111979
sit,113260,114789
sit-stand,115590,117559
stand,118500,120059
stand-sit,120970,122819
sit,124180,125889
sit-stand,126960,128589
stand,129650,131109
stand-sit,131900,133779
sit,134800,136419
sit-stand,137520,139309
stand,140470,142139
stand-sit,143050,144879
sit,146020,147589
sit-stand,148370,149789
stand,151040,152619
stand-sit,153450,155199
sit,156220,157799
sit-stand,158630,160459
stand,161350,162959
stand-sit,163950,165709
sit,166820,168359
sit-stand,169170,171149
stand,172110,173749
stand-sit,174700,176749
sit,177480,179339
sit-stand,180310,182059
stand,183190,184969
stand-sit,185780,187609
sit,188770,190439
sit-stand,191420,193389
stand,194300,195979
stand-sit,196900,198819
sit,199710,201389
sit-stand,202000,203809
stand,204930,206539
stand-sit,207510,209289
sit,210580,211979
sit-stand,212810,214629
stand,215550,216939
stand-sit,217640,219289
