sit,9240,10729
sit-stand,11780,14069
stand,15210,16629
stand-sit,17820,20429
sit,21810,23349
sit-stand,24650,26869
stand,27910,29259
stand-sit,30300,32499
sit,33700,35159
sit-stand,36340,38279
stand,39480,41039
stand-sit,42200,44789
sit,46130,47519
sit-stand,48430,49939
stand,50620,51459
stand-sit,52090,54009
sit,54940,56449
sit-stand,57250,59359
stand,60160,61449
stand-sit,62220,64609
sit,65660,67139
sit-stand,67960,70219
stand,71250,72599
stand-sit,73540,75569
sit,76570,77729
sit-stand,78670,80519
stand,81420,83019
stand-sit,83870,85969
sit,87070,88599
sit-stand,89640,91299
stand,92330,93839
stand-sit,94570,96849
sit,97960,99489
sit-stand,100380,102419
stand,103440,104969
stand-sit,105850,108079
sit,109060,110379
sit-stand,111230,113279
stand,114260,115919
stand-sit,116580,118799
sit,119710,121289
sit-stand,121910,124079
stand,125070,126579
stand-sit,127740,129989
sit,131040,132409
sit-stand,133160,135189
stand,136220,137549
stand-sit,138160,140289
sit,141070,142329
sit-stand,142840,144899
stand,145940,147209
stand-sit,147870,149979
sit,151000,152229
sit-stand,153020,155099
stand,156040,157209
stand-sit,158020,160689
sit,161720,163099
sit-stand,163690,165699
stand,166610,167829
stand-sit,168510,170449
sit,171280,172809
sit-stand,173400,175419
stand,176410,177619
stand-sit,178380,180399
sit,181340,182919
sit-stand,183760,185819
stand,186610,187969
stand-sit,188690,190819
sit,191630,192769
sit-stand,193570,195929
stand,196800,198209
stand-sit,198620,200759
sit,201530,202949
sit-stand,203510,205419
stand,206230,207449
stand-sit,208100,210229
sit,210960,212269
sit-stand,213250,215239
stand,215890,217399
stand-sit,218170,220019
