sit,10790,12439
sit-stand,13560,16159
stand,17380,19239
stand-sit,20140,23129
sit,24260,26159
sit-stand,26890,29269
stand,30200,31919
stand-sit,32840,35329
sit,36460,37959
sit-stand,38690,40739
stand,41830,43329
stand-sit,44340,46269
sit,47190,48799
sit-stand,49760,51399
stand,52220,53579
stand-sit,54330,56129
sit,57020,58499
sit-stand,59070,60559
stand,61690,62879
stand-sit,63990,65889
sit,67110,68589
sit-stand,69340,71269
stand,72190,73719
stand-sit,74280,76649
sit,77610,79249
sit-stand,80180,82099
stand,83220,84569
stand-sit,85190,87739
sit,88740,90329
sit-stand,91170,93149
stand,94060,95739
stand-sit,96500,98799
sit,99860,101339
sit-stand,102100,103849
stand,104920,106839
stand-sit,107490,109849
sit,110880,112499
sit-stand,113300,115679
stand,116670,118559
stand-sit,119010,121589
sit,122570,124169
sit-stand,124960,126889
stand,127950,129599
stand-sit,130320,132649
sit,133720,135399
sit-stand,136320,138179
stand,139220,141149
stand-sit,142080,144359
sit,145620,147359
sit-stand,148630,151129
stand,153330,155439
stand-sit,157390,160769
sit,161780,163349
sit-stand,164130,166109
stand,167630,169299
stand-sit,170060,172279
sit,173120,175129
sit-stand,175640,177449
stand,178500,180179
stand-sit,181000,183519
sit,184770,186819
sit-stand,187350,189819
stand,191080,192999
stand-sit,193490,196189
sit,196810,198389
sit-stand,198910,200789
stand,202190,209149
stand-sit,210680,213319
sit,214510,216299
sit-stand,216990,218949
stand,220300,222329
stand-sit,223000,225269
sit,226440,228129
sit-stand,228640,230549
stand,231400,233069
stand-sit,233800,236059
sit,237010,238719
sit-stand,239270,241379
stand,242160,243979
stand-sit,244930,246959
