shuffle-l,1510,4259
shuffle-r,5010,7819
shuffle-l,8920,11969
shuffle-r,12980,16129
shuffle-l,16950,20099
shuffle-r,20950,24099
shuffle-l,24830,27959
shuffle-r,28710,32069
shuffle-l,32980,36229
shuffle-r,37170,41289
shuffle-l,42090,45409
shuffle-r,46220,49539
shuffle-l,50200,53439
shuffle-r,54220,57629
shuffle-l,58700,61989
shuffle-r,62900,66379
shuffle-l,67210,70429
shuffle-r,71530,74839
shuffle-l,75810,78999
shuffle-r,80130,83529
shuffle-l,84630,87899
shuffle-r,88870,92189
shuffle-l,93120,96229
shuffle-r,97150,100619
shuffle-l,101510,105029
shuffle-r,106070,109639
shuffle-l,110470,114029
shuffle-r,115220,118589
shuffle-l,119970,123379
shuffle-r,124710,128379
shuffle-l,129680,132919
shuffle-r,133830,137569
shuffle-l,138600,142049
shuffle-r,143250,147009
shuffle-l,149040,151619
shuffle-r,152990,156219
shuffle-l,157060,160679
shuffle-r,161800,165139
shuffle-l,166040,169469
shuffle-r,170390,173809
