stair-up,1860,6299
stair-down,9290,12989
stair-up,14960,19139
stair-down,21450,25389
stair-up,27860,32059
stair-down,34710,38679
stair-up,41230,45969
stair-down,49080,53099
stair-up,55290,59839
stair-down,62220,66219
stair-up,68090,72449
stair-down,75420,79239
stair-up,81700,85959
stair-down,88140,92069
stair-up,94450,98799
stair-down,101090,104959
stair-up,106810,111069
stair-down,113400,117339
stair-up,119750,124039
stair-down,126230,130139
stair-up,132810,137309
stair-down,139720,143639
stair-up,145660,150039
stair-down,152400,156539
stair-up,158680,163099
stair-down,165230,169189
stair-up,171230,175489
stair-down,177910,181879
stair-up,185850,190149
stair-down,192480,196369
stair-up,198250,202729
stair-down,204710,208709
stair-up,210740,215299
stair-down,217500,221309
stair-up,223310,227619
stair-down,230090,233999
stair-up,235930,240039
stair-down,242250,246039
stair-up,248240,252569
stair-down,254670,258709
