sit,2250,3399
sit-stand,4500,6269
stand,7200,8689
stand-sit,11990,13839
sit,16410,17399
sit-stand,18460,19839
stand,20700,22159
stand-sit,22830,24459
sit,25560,27129
sit-stand,27950,29249
stand,30180,31569
stand-sit,32170,33659
sit,34420,35549
sit-stand,36160,37869
stand,38590,39869
stand-sit,40400,41769
sit,42760,43979
sit-stand,44920,46329
stand,47360,48509
stand-sit,49300,50569
sit,51680,52829
sit-stand,53630,54839
stand,55670,56589
stand-sit,57360,58809
sit,60500,61929
sit-stand,63520,64749
stand,65620,67589
stand-sit,68510,70039
sit,70980,72669
sit-stand,73400,74819
stand,75610,77049
stand-sit,77670,79699
sit,80570,82009
sit-stand,82690,84169
stand,85060,86749
stand-sit,87410,89269
sit,90110,91669
sit-stand,92370,94029
stand,94700,96069
stand-sit,96670,98219
sit,99020,100299
sit-stand,101030,102139
stand,102870,104229
stand-sit,104810,106459
sit,107230,108499
sit-stand,109090,110579
stand,111270,112559
stand-sit,113080,114799
sit,115600,116769
sit-stand,117710,118929
stand,120090,121489
stand-sit,122220,123699
sit,124500,126079
sit-stand,126770,128349
stand,129090,130479
stand-sit,131140,132349
sit,133390,134779
sit-stand,135360,136619
stand,137360,138989
stand-sit,139540,140999
sit,141820,143429
sit-stand,144010,145519
stand,146160,147549
stand-sit,148130,149909
sit,152110,153339
sit-stand,155670,157219
stand,158070,159409
stand-sit,160250,162149
sit,163030,164429
sit-stand,165270,166899
stand,167640,168649
stand-sit,169430,170819
sit,171660,173229
sit-stand,173860,175419
stand,176020,177269
stand-sit,177830,179169
sit,179790,181489
sit-stand,182110,183479
stand,184270,185629
stand-sit,186620,187849
