sit,8280,10389
sit-stand,14580,16499
stand,18770,20229
stand-sit,22700,25389
sit,27500,29379
sit-stand,31300,33379
stand,37280,39089
stand-sit,53570,55319
sit,56990,58839
sit-stand,60320,62069
stand,63670,65779
stand-sit,66980,69009
sit,71190,72859
sit-stand,73670,75489
stand,76780,78239
stand-sit,79580,81679
sit,82930,84619
sit-stand,85810,87699
stand,88920,90589
stand-sit,91950,94049
sit,95310,97119
sit-stand,98330,100099
stand,101320,102809
stand-sit,103750,105629
sit,107350,108879
sit-stand,110200,111939
stand,113230,114639
stand-sit,116150,117999
sit,119400,121039
sit-stand,122290,124299
stand,125750,127189
stand-sit,128370,130069
sit,131480,132819
sit-stand,133880,135449
stand,136670,138009
stand-sit,138870,140819
sit,142060,143749
sit-stand,144900,146579
stand,147830,149379
stand-sit,150230,152309
sit,153630,155379
sit-stand,156530,158389
stand,159660,161129
stand-sit,162230,164259
sit,165510,169189
sit-stand,170140,171809
stand,173100,176429
stand-sit,177080,178799
sit,180140,181349
sit-stand,182160,183849
stand,185070,186299
stand-sit,187120,189009
sit,190470,191979
sit-stand,193030,194859
stand,196250,197619
stand-sit,198700,200629
sit,202120,203619
sit-stand,204830,206719
stand,208180,209669
stand-sit,210970,212969
sit,214270,215909
sit-stand,216960,218859
stand,220110,221549
stand-sit,222650,224679
sit,225940,228149
sit-stand,228930,230579
stand,231650,233529
stand-sit,234140,235989
sit,237120,238509
sit-stand,239370,241119
stand,242170,243319
stand-sit,244100,245869
sit,247140,248729
sit-stand,249660,251469
stand,252510,253869
stand-sit,254790,256759
sit,257930,259349
sit-stand,260260,261949
stand,262830,265189
stand-sit,266350,268459
