stair-up,1520,6179
stair-down,9390,13889
stair-up,16530,21289
stair-down,23990,28539
stair-up,30820,36549
stair-down,41940,46269
stair-up,48730,53659
stair-down,56740,61389
stair-up,63670,68699
stair-down,71680,76449
stair-up,79470,84479
stair-down,87370,92039
stair-up,94770,99779
stair-down,102740,107159
stair-up,110510,115289
stair-down,118870,123599
stair-up,125530,130669
stair-down,133150,137769
stair-up,139790,145019
stair-down,147740,152649
stair-up,156270,161209
stair-down,163530,168159
stair-up,170820,175709
stair-down,178210,182809
stair-up,184860,189759
stair-down,192170,196589
stair-up,198900,203609
stair-down,207250,211789
stair-up,214140,218959
stair-down,220830,225409
stair-up,227320,232289
stair-down,234750,239469
stair-up,242020,246689
stair-down,248990,253469
stair-up,255490,260489
stair-down,262750,267099
stair-up,270970,275419
stair-down,277430,281929
stair-up,284100,288689
stair-down,290840,295389
