stair-up,3790,8289
stair-down,11570,15809
stair-up,19790,24439
stair-down,27550,32109
stair-up,35110,39979
stair-down,43130,47649
stair-up,50450,55469
stair-down,58350,62889
stair-up,65790,70469
stair-down,73520,77899
stair-up,80560,85199
stair-down,88240,92799
stair-up,95790,100569
stair-down,103350,107709
stair-up,110550,115199
stair-down,118000,122359
stair-up,125410,130239
stair-down,132990,137399
stair-up,141570,148299
stair-down,152360,156919
stair-up,161880,166569
stair-down,169400,173489
stair-up,176280,180579
stair-down,183060,187529
stair-up,190420,195229
stair-down,198200,202589
stair-up,205280,209949
stair-down,212880,217369
stair-up,220410,224839
stair-down,227770,232099
stair-up,235280,239899
stair-down,242320,246609
stair-up,248990,253689
stair-down,256060,260499
stair-up,263490,267879
stair-down,270570,274779
stair-up,277310,281879
stair-down,284790,289309
stair-up,292570,297189
stair-down,299750,304319
