shuffle-l,960,3929
shuffle-r,5060,8019
shuffle-l,9720,12669
shuffle-r,13620,16869
shuffle-l,17870,20649
shuffle-r,21690,24469
shuffle-l,25410,28339
shuffle-r,29210,32209
shuffle-l,33270,36149
shuffle-r,37150,40279
shuffle-l,41510,44599
shuffle-r,45450,48789
shuffle-l,49660,52379
shuffle-r,53830,56829
shuffle-l,58220,61439
shuffle-r,62290,65199
shuffle-l,65980,68809
shuffle-r,69700,72659
shuffle-l,73500,76839
shuffle-r,77760,80839
shuffle-l,82310,85159
shuffle-r,86040,88859
shuffle-l,89760,92849
shuffle-r,93760,96459
shuffle-l,97290,100279
shuffle-r,101130,104099
shuffle-l,104960,107999
shuffle-r,108820,111769
shuffle-l,112680,115519
shuffle-r,116490,119349
shuffle-l,120340,123129
shuffle-r,123880,126899
shuffle-l,127700,130589
shuffle-r,131490,134479
shuffle-l,135420,138449
shuffle-r,139100,141689
shuffle-l,142460,145409
shuffle-r,146140,148929
shuffle-l,149730,152539
shuffle-r,153260,155999
