shuffle-l,4950,7099
shuffle-l,9710,12839
shuffle-l,17940,20529
shuffle-l,26270,28069
shuffle-r,28940,32059
shuffle-l,32830,35319
shuffle-r,36430,39989
shuffle-l,41020,44049
shuffle-r,44850,47379
shuffle-l,48080,49819
shuffle-r,50280,54439
shuffle-l,57130,60049
shuffle-r,60940,63159
shuffle-l,64100,66379
shuffle-r,67180,69439
shuffle-l,70390,72609
shuffle-r,73640,76299
shuffle-l,77090,79899
shuffle-r,80790,83299
shuffle-l,84500,88369
shuffle-l,95980,99059
shuffle-r,99950,102969
shuffle-l,103610,107219
shuffle-r,108680,111519
shuffle-l,112330,115339
shuffle-r,116040,118389
shuffle-l,119260,121909
shuffle-r,122900,125319
shuffle-l,126220,129049
shuffle-r,129970,132609
shuffle-l,133590,136449
shuffle-r,137080,139649
shuffle-l,140270,142929
shuffle-r,143550,146229
